Date,Section,Title,Sentiment Score,Sentiment Interpretation,Web url
10/10/2024,US news,Ashes of Florida hurricane hunter take final mission into Milton’s eye,0.8555,Positive,https://www.theguardian.com/us-news/2024/oct/10/ashes-hurricane-milton-peter-dodge
10/10/2024,US news,Sun belt to October surprise: US election terms explained,0.9987,Positive,https://www.theguardian.com/us-news/2024/oct/11/us-election-2024-trump-harris-terms-explained
10/10/2024,US news,Hurricane Milton: nearly 3.3 million without power in Florida as category 3 storm makes landfall,-0.981,Negative,https://www.theguardian.com/us-news/2024/oct/09/hurricane-milton-makes-landfall-florida
10/10/2024,US news,Could young voters in Michigan hand the state to Kamala Harris?,0.9995,Positive,https://www.theguardian.com/us-news/2024/oct/10/kamala-harris-election-michigan
10/10/2024,US news,Hurricane Milton slams into Florida as nearly 3 million without power | First Thing,0.6656,Positive,https://www.theguardian.com/us-news/2024/oct/10/first-thing-hurricane-milton-slams-into-florida-as-nearly-3-million-without-power
10/10/2024,US news,Republican Senate candidate’s hedge fund managed $415m in Russian debt,0.8389,Positive,https://www.theguardian.com/us-news/2024/oct/10/pennsylvania-senate-david-mccormick-investments
10/10/2024,US news,Extremist who trained GOP poll watchers will speak at Washington event with two rightwingers,-0.9441,Negative,https://www.theguardian.com/us-news/2024/oct/10/steve-sailer-far-right-event
10/10/2024,US news,Louisiana diocese prepares to file for bankruptcy over clergy abuse claims,-0.9989,Negative,https://www.theguardian.com/us-news/2024/oct/10/louisiana-diocese-bankruptcy-clergy-abuse-settlement
10/10/2024,US news,"What is a storm surge, and what is the threat from Hurricane Milton?",-0.9911,Negative,https://www.theguardian.com/us-news/2024/oct/07/what-is-storm-surge-causes-hurricane-milton
10/10/2024,US news,US election briefing: Trump’s ‘onslaught of lies’ about hurricane relief; Walz calls for end to electoral college,-0.9835,Negative,https://www.theguardian.com/us-news/2024/oct/10/us-election-briefing-trumps-onslaught-of-lies-about-hurricane-relief-walz-calls-for-end-to-electoral-college
22/10/2024,US news,One dead in multi-state E coli outbreak tied to US McDonald’s quarter pounders,-0.9878,Negative,https://www.theguardian.com/us-news/2024/oct/22/e-coli-outbreak-mcdonalds-quarter-pounders
22/10/2024,US news,Hundreds more babies in US died than expected in months after Roe was overturned,-0.9505,Negative,https://www.theguardian.com/us-news/2024/oct/22/baby-deaths-roe-wade-abortion-bans
22/10/2024,US news,Florida reports 13 deaths from rare flesh-eating bacteria after hurricanes,-0.9546,Negative,https://www.theguardian.com/us-news/2024/oct/22/florida-flesh-eating-bacteria-deaths
22/10/2024,US news,Scrutiny of Republican Tim Sheehy’s business grows amid US Senate race,-0.9376,Negative,https://www.theguardian.com/us-news/2024/oct/22/montana-tim-sheehy-business-scrutiny-senate-race
22/10/2024,US news,Giuliani ordered to turn over apartment and Benz to Georgia election workers,0.264,Positive,https://www.theguardian.com/us-news/2024/oct/22/rudy-giuliani-defamation-georgia-election-assets
22/10/2024,US news,US army ordered to release records about Trump’s Arlington cemetery visit,-0.9654,Negative,https://www.theguardian.com/us-news/2024/oct/22/trump-arlington-ceremony-records-release
22/10/2024,US news,Georgia dock collapse: witness says gangway buckled from ‘too much weight’,-0.993,Negative,https://www.theguardian.com/us-news/2024/oct/22/georgia-sapelo-island-dock-gangway-collapse
22/10/2024,US news,"Arab Americans slightly favor Trump over Harris, says new poll",-0.5124,Negative,https://www.theguardian.com/us-news/2024/oct/22/arab-americans-poll-trump-harris-
22/10/2024,US news,Five family members shot to death in home outside Seattle,-0.9962,Negative,https://www.theguardian.com/us-news/2024/oct/22/five-dead-seattle-shooting
22/10/2024,US news,FBI investigates intelligence leak of potential Israel plans to attack Iran,0.9719,Positive,https://www.theguardian.com/us-news/2024/oct/22/fbi-investigation-israel-iran-attack-leak
22/10/2024,US news,‘Is it going to be safe?’: suspicions and fear dominate a crucial swing county in lead-up to US election,-0.9922,Negative,https://www.theguardian.com/us-news/2024/oct/22/saginaw-michigan-voter-election-fear-violence
22/10/2024,US news,‘We were not prepared’: three weeks in a small town devastated by Hurricane Helene,-0.9391,Negative,https://www.theguardian.com/us-news/2024/oct/22/hurricane-helene-gerton-north-carolina-aftermath
22/10/2024,US news,Michigan secretary of state calls Elon Musk’s voting claim ‘dangerous disinformation’,-0.9519,Negative,https://www.theguardian.com/us-news/2024/oct/22/elon-musk-michigan-election-misinformation
22/10/2024,US news,Trump rebuked by Arnold Palmer’s daughter for fawning over late golf legend’s penis size,0.9398,Positive,https://www.theguardian.com/us-news/2024/oct/22/donald-trump-rally-arnold-palmer-penis
22/10/2024,US news,Trump ground game faces new fraud claims as video shows door-knock hack,-0.9897,Negative,https://www.theguardian.com/us-news/2024/oct/22/trump-ground-game-door-knock-hack-gps
22/10/2024,US news,The Maga legal networks that could topple Planned Parenthood and gut women’s healthcare,0.9991,Positive,https://www.theguardian.com/us-news/2024/oct/22/maga-courts-planned-parenthood-case
22/10/2024,US news,The far-right megadonor pouring over $10m into the US election to defeat ‘the woke regime’,0.9938,Positive,https://www.theguardian.com/us-news/2024/oct/22/thomas-klingenstein-megadonor-pro-trump-pac
22/10/2024,US news,‘People don’t like to see poverty:’ inside San Francisco’s vicious race for mayor,-0.8937,Negative,https://www.theguardian.com/us-news/2024/oct/22/inside-san-franciscos-brutal-and-expensive-race-for-mayor
22/10/2024,US news,First Thing: people killed and dozens injured in Israeli airstrike near Beirut hospital,-0.9992,Negative,https://www.theguardian.com/us-news/2024/oct/22/first-thing-people-killed-and-dozens-injured-in-israeli-airstrike-near-beirut-hospital
22/10/2024,US news,US presidential election briefing: Harris courts Republicans with Liz Cheney as Trump says he was ‘saved’ by God,-0.9788,Negative,https://www.theguardian.com/us-news/2024/oct/22/us-presidential-election-trump-harris-updates
22/10/2024,US news,Liz Cheney urges conservatives to back Kamala Harris over abortion,-0.9742,Negative,https://www.theguardian.com/us-news/2024/oct/21/liz-cheney-kamala-harris-abortion
22/10/2024,US news,Trump courts Christian vote and says ‘God saved me for a purpose’,0.9646,Positive,https://www.theguardian.com/us-news/2024/oct/21/trump-christians-vote-us-election
18/10/2024,US news,Kamala Harris questions Trump’s stamina: ‘Is he fit to do the job?’,0.9909,Positive,https://www.theguardian.com/us-news/2024/oct/18/kamala-harris-trump-michigan
18/10/2024,US news,‘I’m all about the straight talk’: Kamala Harris trades barbershop campaign stops for a blitz of Black media,0.9988,Positive,https://www.theguardian.com/us-news/2024/oct/18/kamala-harris-black-barbershop-media
18/10/2024,US news,Kentucky man declared brain dead ‘woke up’ during organ harvesting,0.9759,Positive,https://www.theguardian.com/us-news/2024/oct/18/kentucky-man-wakes-up-organ-harvesting
18/10/2024,US news,Trump overcharged Secret Service by 300% for accommodations at his hotels,-0.9102,Negative,https://www.theguardian.com/us-news/2024/oct/18/trump-overcharge-secret-service-hotel
18/10/2024,US news,A Democratic ex-mayor is running for Senate in one of the most Republican US states. Does he have a chance?,0.9992,Positive,https://www.theguardian.com/us-news/2024/oct/18/election-west-virginia-senate
18/10/2024,US news,Kamala Harris urged to flesh out climate plan amid warnings about Trump,0.9953,Positive,https://www.theguardian.com/us-news/2024/oct/18/kamala-harris-climate-change-plan-environment
18/10/2024,US news,A third of Americans agree with Trump that immigrants ‘poison the blood’ of US,0.5749,Positive,https://www.theguardian.com/us-news/2024/oct/18/election-trump-immigration-poll
18/10/2024,US news,Texas lets students see which colleges would accept them before applying,0.9975,Positive,https://www.theguardian.com/us-news/2024/oct/18/texas-direct-admissions-universities
18/10/2024,US news,"Judge slaps down Florida effort to ban abortion ad: ‘It’s the first amendment, stupid’",-0.9479,Negative,https://www.theguardian.com/us-news/2024/oct/18/florida-abortion-ad
18/10/2024,US news,Two rulings restore calm to Georgia elections rules – for now,0.9852,Positive,https://www.theguardian.com/us-news/2024/oct/18/georgia-elections-rules-courts
18/10/2024,US news,Mass shooting survivors turn to an unlikely place for justice – copyright law,-0.9981,Negative,https://www.theguardian.com/us-news/2024/oct/18/mass-shooting-survivors-copyright-law
18/10/2024,US news,"Weight-loss drugs could be key reason why US obesity rates falling, experts say",0.9961,Positive,https://www.theguardian.com/us-news/2024/oct/18/weight-loss-drugs-ozempic-obesity
18/10/2024,US news,Obamas to bring star power to campaign appearances alongside Kamala Harris,0.9287,Positive,https://www.theguardian.com/us-news/2024/oct/18/election-michelle-barack-obama-harris-campaign
18/10/2024,US news,‘They don’t think he’s talking about them’: Trump support rises with Latinos,-0.9942,Negative,https://www.theguardian.com/us-news/2024/oct/18/election-trump-michigan-latino-voters
18/10/2024,US news,Texas supreme court blocks execution of man in late-night ruling,-0.9934,Negative,https://www.theguardian.com/us-news/2024/oct/17/robert-roberson-texas-execution-shaken-baby-syndrome
18/10/2024,US news,Harris says death of Yahya Sinwar is chance to finally end Israel-Gaza war | First Thing,-0.9971,Negative,https://www.theguardian.com/us-news/2024/oct/18/first-thing-harris-says-death-of-yahya-sinwar-is-chance-to-finally-end-israel-gaza-war
18/10/2024,US news,Trump gets record donations from big oil but far less than $1bn he wanted,0.0387,Neutral,https://www.theguardian.com/us-news/2024/oct/18/election-trump-oil-gas-fundraising
18/10/2024,US news,"I visited a small, struggling, climate-ravaged town in Louisiana. Why is Donald Trump certain to win here? | Oliver Laughland",-0.9887,Negative,https://www.theguardian.com/us-news/2024/oct/18/i-visited-a-small-struggling-climate-ravaged-town-in-louisiana-why-is-donald-trump-certain-to-win-here
18/10/2024,US news,US presidential election updates: Trump’s insults draw laughs at Catholic charity dinner as Harris appears remotely,-0.8161,Negative,https://www.theguardian.com/us-news/2024/oct/18/us-presidential-election-trump-harris-updates
29/10/2024,US news,Steve Bannon released from prison a week before US election,-0.994,Negative,https://www.theguardian.com/us-news/2024/oct/29/steve-bannon-released-from-prison-early-a-week-before-us-election
29/10/2024,US news,‘Fits a cot perfectly’: tiny space for rent in Silicon Valley exposes dire rental market,0.2792,Positive,https://www.theguardian.com/us-news/2024/oct/29/san-jose-california-tiny-living-space-rental
29/10/2024,US news,Video shows Phoenix police burning man during arrest: ‘Like acid on my skin’,-0.988,Negative,https://www.theguardian.com/us-news/2024/oct/29/phoenix-police-michael-kenyon-burn-video
29/10/2024,US news,JD Vance hits out at critics over Trump ‘fascist’ claim,-0.9886,Negative,https://www.theguardian.com/us-news/2024/oct/29/jd-vance-michigan-trump-kamala-harris
29/10/2024,US news,Trump rally comic reportedly tested racist Puerto Rico joke at comedy club,-0.6254,Negative,https://www.theguardian.com/us-news/2024/oct/29/trump-rally-puerto-rico-joke
29/10/2024,US news,Mystery artist leaves neo-Nazi tiki torch ‘tribute’ to Trump near White House,-0.9058,Negative,https://www.theguardian.com/us-news/2024/oct/29/neo-nazi-tiki-torch-statue
29/10/2024,US news,"Where do Trump and Harris stand on housing, taxes and other policies?",0.9989,Positive,https://www.theguardian.com/us-news/2024/oct/29/trump-harris-economy-inflation-housing
29/10/2024,US news,Trump accuses Harris of ‘campaign of hate’ one day after controversial rally,-0.9959,Negative,https://www.theguardian.com/us-news/2024/oct/29/trump-harris-campaign-of-hate
29/10/2024,US news,Steve Bannon peddles US election conspiracy theories on podcast hours after prison exit,-0.2756,Negative,https://www.theguardian.com/us-news/2024/oct/29/steve-bannon-podcast-released-prison
29/10/2024,US news,The media must not cower before Donald Trump | Brief letters,0.9574,Positive,https://www.theguardian.com/us-news/2024/oct/29/the-media-must-not-cower-before-donald-trump
29/10/2024,US news,Democrats eye pivotal New York races as they seek to win back House,0.9899,Positive,https://www.theguardian.com/us-news/2024/oct/29/new-york-congressional-races-democrat-house
29/10/2024,US news,Photographer killed after accidentally walking into plane propeller in Kansas,0.6369,Positive,https://www.theguardian.com/us-news/2024/oct/29/photographer-killed-plane-propeller-kansas
29/10/2024,US news,Joe Rogan leaves door open for Kamala Harris interview on popular podcast,0.9822,Positive,https://www.theguardian.com/us-news/2024/oct/29/joe-rogan-kamala-harris-interview-podcast
29/10/2024,US news,Giuliani’s book is silent on $150m award for defamation but noisy on election lies,-0.9972,Negative,https://www.theguardian.com/us-news/2024/oct/29/rudy-giuliani-book-defamation-election-lies
29/10/2024,US news,JD Vance scheduled to sit down for interview with Joe Rogan,0.9805,Positive,https://www.theguardian.com/us-news/2024/oct/29/vance-joe-rogan-podcast
29/10/2024,US news,"‘Biden has failed me’: at a Michigan soup kitchen, people are torn between Harris and Trump",-0.8247,Negative,https://www.theguardian.com/us-news/2024/oct/29/saginaw-michigan-election-voters-east-side-soup-kitchen
29/10/2024,US news,South Carolina’s Penn Center included in Unesco network to preserve enslaved people’s history,0.9786,Positive,https://www.theguardian.com/us-news/2024/oct/29/south-carolina-penn-center-unesco
29/10/2024,US news,Racist jokes about Puerto Rico at rally bring anger and disgust: ‘Truly how the Trump party sees us’,-0.9907,Negative,https://www.theguardian.com/world/2024/oct/29/trump-rally-puerto-rico-voter-reaction
29/10/2024,US news,How a rightwing machine stopped Arkansas’s ballot initiative to roll back one of the strictest abortion bans,0.9952,Positive,https://www.theguardian.com/us-news/2024/oct/29/arkansas-abortion-ban-ballot
29/10/2024,US news,The day Roe died: inside Arkansas’s last abortion clinic,0.9423,Positive,https://www.theguardian.com/us-news/2024/oct/29/arkansas-last-abortion-clinic-closed
29/10/2024,US news,Puerto Rico Republican chair demands Trump apology for rally’s racist remarks,0.8646,Positive,https://www.theguardian.com/us-news/2024/oct/29/puerto-rico-republican-chief-demands-trump-apology-rally-racist-remarks
29/10/2024,US news,Harris seeks to rally youth vote in Michigan | First Thing,-0.9174,Negative,https://www.theguardian.com/us-news/2024/oct/29/first-thing-harris-seeks-to-rally-youth-vote-in-michigan
29/10/2024,US news,"‘I’ve lost friends’: in bitterly divided Georgia, can Democrats score another win?",0.9972,Positive,https://www.theguardian.com/us-news/2024/oct/29/georgia-election-swing-state
29/10/2024,US news,CNN apologises for pager comment by conservative panellist to Mehdi Hasan,-0.5616,Negative,https://www.theguardian.com/us-news/2024/oct/29/cnn-apologises-pager-comment-ryan-james-girdusky-mehdi-hasan
29/10/2024,US news,"Top 10 US fears include corrupt government, terrorism, world war",-0.999,Negative,https://www.theguardian.com/us-news/2024/oct/29/top-ten-american-fears
29/10/2024,US news,Pennsylvania: anger among Puerto Ricans in key swing state after racist remarks,-0.9938,Negative,https://www.theguardian.com/us-news/2024/oct/29/pennsylvania-puerto-ricans-swing-state
29/10/2024,US news,"If Trump wins the election, Nato can expect more turbulence ahead",-0.9961,Negative,https://www.theguardian.com/us-news/2024/oct/29/if-trump-wins-the-election-nato-can-expect-more-turbulence-ahead
29/10/2024,US news,"US presidential election briefing: Obama, Sanders and AOC, rally for Harris as Trump says he is ‘opposite of a Nazi’",-0.9647,Negative,https://www.theguardian.com/us-news/2024/oct/29/us-presidential-election-trump-harris-updates
29/10/2024,US news,Harris says ‘I love your generation’ as she seeks to rally youth vote in Michigan,0.9872,Positive,https://www.theguardian.com/us-news/2024/oct/29/us-election-kamala-harris-michigan-ann-arbor-rally-updates
29/10/2024,US news,AOC and Bernie Sanders condemn Trump in Wisconsin: ‘We’ve got to bring our people together’,0.3464,Positive,https://www.theguardian.com/us-news/2024/oct/28/alexandria-ocasio-cortez-bernie-sanders-kamala-harris
29/10/2024,US news,"Obama bats for Harris at Philadelphia rally: ‘She will have your back, every single day’",0.9904,Positive,https://www.theguardian.com/us-news/2024/oct/28/obama-bruce-springsteen-rally-harris
29/10/2024,US news,Trump returns to Atlanta in final push for votes: ‘We’ve got to finish it off’,-0.9852,Negative,https://www.theguardian.com/us-news/2024/oct/28/trump-atlanta-rally
29/10/2024,US news,Lopsided playing field: executives with deep pockets spend big on Oakland recall races,0.9833,Positive,https://www.theguardian.com/us-news/2024/oct/27/billionaires-oakland-mayor-sheng-thao-recall
08/10/2024,US news,Traffic and trepidation as Floridians scramble to flee Hurricane Milton’s path,-0.9967,Negative,https://www.theguardian.com/us-news/2024/oct/08/florida-hurricane-milton-evacuation
08/10/2024,US news,Klamath River dam removal: before and after images show dramatic change,0.7396,Positive,https://www.theguardian.com/us-news/2024/oct/08/klamath-river-dam-removal-before-after-photos
08/10/2024,US news,Kamala Harris tells Howard Stern Trump is a ‘sore loser’ in interview blitz,0.9042,Positive,https://www.theguardian.com/us-news/2024/oct/08/kamala-harris-howard-stern-interview
08/10/2024,US news,Two women kicked off Spirit Airlines flight for wearing crop tops,0.9837,Positive,https://www.theguardian.com/us-news/2024/oct/08/spirit-airlines-flight-women-removed-crop-tops
08/10/2024,US news,Floridians warned ‘you are going to die’ if they don’t evacuate as Milton nears,-0.9989,Negative,https://www.theguardian.com/us-news/2024/oct/08/us-florida-mexico-hurricane-milton-tampa-bay-storm
08/10/2024,US news,Giggling Elon Musk revisits ‘joke’ about Kamala Harris assassination,-0.9983,Negative,https://www.theguardian.com/us-news/2024/oct/08/musk-harris-tucker-carlson-assassination
08/10/2024,US news,US supreme court signals willingness to uphold regulation on ‘ghost gun’ kits,0.9739,Positive,https://www.theguardian.com/us-news/2024/oct/08/us-supreme-court-ghost-guns
08/10/2024,US news,Double punch of hurricanes could become common due to climate crisis,-0.9651,Negative,https://www.theguardian.com/us-news/2024/oct/08/double-hurricanes-climate-crisis-florida
08/10/2024,US news,Former aide to Eric Adams arrested on charges of witness tampering,-0.8287,Negative,https://www.theguardian.com/us-news/2024/oct/08/eric-adams-nyc-mohamed-bahi
08/10/2024,US news,Tell us: how have you been affected by Hurricane Milton?,-0.099,Negative,https://www.theguardian.com/world/2024/oct/08/tell-us-how-have-you-been-affected-by-hurricane-milton
08/10/2024,US news,Trump administration protected Brett Kavanaugh from full FBI investigation,0.9824,Positive,https://www.theguardian.com/us-news/2024/oct/08/trump-brett-kavanaugh-investigation-fbi
08/10/2024,US news,Oregon county sues major gas provider for allegedly sowing climate doubt,-0.9872,Negative,https://www.theguardian.com/us-news/2024/oct/08/nw-natural-lawsuit-climate-doubt-oregon
08/10/2024,US news,Harris announces plan for Medicare to cover long-term care at home,0.996,Positive,https://www.theguardian.com/us-news/2024/oct/08/harris-medicare-long-term-home-care
08/10/2024,US news,"Trump secretly gave Putin Covid test machines, Bob Woodward book says",-0.9978,Negative,https://www.theguardian.com/us-news/2024/oct/08/trump-putin-covid-test-machines-bob-woodward
08/10/2024,US news,"US voters in swing states: if you’re still undecided how to vote, tell us why",0.7755,Positive,https://www.theguardian.com/us-news/2024/oct/08/us-voters-in-swing-states-if-youre-still-undecided-how-to-vote-tell-us-why
08/10/2024,US news,"Trump took ‘British naval secrets’ to Mar-a-Lago, says Christopher Steele",-0.2893,Negative,https://www.theguardian.com/us-news/2024/oct/08/trump-christopher-steele-book
08/10/2024,US news,US unions step up efforts to make case that Trump is no friend of workers,0.9987,Positive,https://www.theguardian.com/us-news/2024/oct/08/unions-election-harris-trump
08/10/2024,US news,Donald Trump claims to have been to Gaza despite no evidence of visit,-0.9475,Negative,https://www.theguardian.com/us-news/2024/oct/08/trump-gaza-visit-claim
08/10/2024,US news,Anthony Fauci: West Nile virus caught from mosquito ‘nearly took me down’,-0.9862,Negative,https://www.theguardian.com/us-news/2024/oct/08/anthony-fauci-west-nile-virus
08/10/2024,US news,Extremist politics divided this conservative California community. What will it take to turn the tide?,-0.996,Negative,https://www.theguardian.com/us-news/2024/oct/08/shasta-county-elections-redding-far-right-voting-covid
08/10/2024,US news,Hurricane Milton barrels toward Florida as Trump spreads falsehoods | First Thing,-0.9848,Negative,https://www.theguardian.com/us-news/2024/oct/08/first-thing-hurricane-milton-barrels-toward-florida-trump-falsehoods
08/10/2024,US news,Will white women abandon Republicans and vote for Kamala Harris?,0.9986,Positive,https://www.theguardian.com/us-news/2024/oct/08/white-women-voters-harris-trump
08/10/2024,US news,"Project 2025 would ‘unequivocally’ lead to more hurricane deaths, experts warn",-0.9982,Negative,https://www.theguardian.com/us-news/2024/oct/08/trump-project-2025-hurricanes
08/10/2024,US news,Why has Melania Trump come out as pro-choice? Seems obvious to me | Zoe Williams,0.9908,Positive,https://www.theguardian.com/us-news/commentisfree/2024/oct/08/why-has-melania-trump-come-out-as-pro-choice-seems-obvious-to-me
08/10/2024,US news,Court must rule whether Florida’s anti-trans law is the work of ‘political bullies’,-0.7391,Negative,https://www.theguardian.com/us-news/2024/oct/08/florida-trans-healthcare-ruling-desantis
08/10/2024,US news,Harris says no Ukraine peace without Kyiv at the table in 60 Minutes interview,-0.9377,Negative,https://www.theguardian.com/us-news/2024/oct/08/kamala-harris-faces-60-minutes-grilling-over-economic-plans-and-whether-netanyahu-is-an-ally
08/10/2024,US news,Trump marks 7 October anniversary and criticizes ‘weak’ Biden and Harris,-0.9937,Negative,https://www.theguardian.com/us-news/2024/oct/07/trump-7-october-israel-biden-harris
08/10/2024,US news,Fema chief warns ‘dangerous’ Trump falsehoods hampering Helene response,-0.9968,Negative,https://www.theguardian.com/us-news/2024/oct/07/hurricane-helene-trump-misinformation
08/10/2024,US news,DeSantis reportedly refuses Harris’s calls as Florida braces for new hurricane,-0.9144,Negative,https://www.theguardian.com/us-news/2024/oct/07/desantis-harris-florida-hurricane-helene-milton
27/10/2024,US news,Harris campaigns in Philadelphia with promise to win presidential election,0.9801,Positive,https://www.theguardian.com/us-news/2024/oct/27/kamala-harris-pennsylvania-philly-rally
27/10/2024,US news,Harris and Trump lean into their faith in appeals to Christian voters in Georgia,0.9991,Positive,https://www.theguardian.com/us-news/2024/oct/27/harris-trump-faith-voters-georgia
27/10/2024,US news,‘Danger in my back yard’: residents in a wildfire-prone California town eye more Yosemite tourism with unease,-0.7979,Negative,https://www.theguardian.com/us-news/2024/oct/27/california-wildfires-mariposa-tourism
27/10/2024,US news,US union members door-knock in swing states for Harris: ‘It’s a no-brainer for us’,0.9985,Positive,https://www.theguardian.com/us-news/2024/oct/27/election-harris-unions-swing-states
27/10/2024,US news,Tim Walz and AOC play football video game on Twitch in appeal to young men,0.9664,Positive,https://www.theguardian.com/us-news/2024/oct/27/tim-walz-football-video-game-twitch
27/10/2024,US news,Michelle Obama blasts Trump for ‘gross incompetence’ at Harris’s Michigan rally,-0.9943,Negative,https://www.theguardian.com/us-news/2024/oct/26/michelle-obama-kamala-harris-michigan-rally
27/10/2024,US news,‘We have to blow it up’: can never-Trumpers retake the Republican party?,0.9978,Positive,https://www.theguardian.com/us-news/2024/oct/27/republican-party-never-trump-rebuild
27/10/2024,US news,Democrats in Michigan ‘freaked out’ by Trump – and trying to win swing state on a knife-edge,-0.8512,Negative,https://www.theguardian.com/us-news/2024/oct/27/democrats-michigan-trump-fear
27/10/2024,US news,US universities are struggling to increase diversity. Are legacy admissions part of the problem? ,0.9989,Positive,https://www.theguardian.com/us-news/2024/oct/27/us-universities-diversity-legacy-admissions
27/10/2024,US news,"Harris in Texas, Trump in New York: rivals campaign in surprise spots",0.9923,Positive,https://www.theguardian.com/us-news/2024/oct/27/kamala-harris-trump-new-york-texas
27/10/2024,US news,Two hurricanes stir up voter backlash to Florida Republicans’ climate denialism ,-0.8343,Negative,https://www.theguardian.com/us-news/2024/oct/27/florida-hurricanes-republican-climate-change-deniers
27/10/2024,US news,A small town in Jamaica watches Harris campaign with pride – and wariness,0.9993,Positive,https://www.theguardian.com/us-news/2024/oct/27/kamala-harris-jamaica-roots
27/10/2024,US news,"US presidential election updates: Michelle Obama gets personal, and Trump courts Muslim voters",0.946,Positive,https://www.theguardian.com/us-news/2024/oct/27/us-presidential-election-trump-harris-updates
24/10/2024,US news,Ship owner agrees to pay $102m over Baltimore bridge collapse that killed six,-0.9839,Negative,https://www.theguardian.com/us-news/2024/oct/24/baltimore-bridge-collapse-settlement
24/10/2024,US news,LA district attorney recommends resentencing for Menéndez brothers,-0.9905,Negative,https://www.theguardian.com/us-news/2024/oct/24/menendez-brothers-parent-killings
24/10/2024,US news,Judge strikes down Ohio abortion ban as unconstitutional,0.8642,Positive,https://www.theguardian.com/us-news/2024/oct/24/ohio-abortion-ban-judge
24/10/2024,US news,Mail-in ballots damaged after USPS collection box was set on fire in Arizona,-0.995,Negative,https://www.theguardian.com/us-news/2024/oct/24/phoenix-mailbox-fire-ballots-voting
24/10/2024,US news,Hawaii sets rules to stop spread of tree-killing coconut rhinoceros beetles,-0.9919,Negative,https://www.theguardian.com/us-news/2024/oct/24/hawaii-coconut-rhinoceros-beetles
24/10/2024,US news,Patients and employers accuse not-for-profit Indiana hospital of price gouging ,0.9877,Positive,https://www.theguardian.com/us-news/2024/oct/24/indiana-parkview-hospital-price-gouging
24/10/2024,US news,Trump slams John Kelly for calling him a ‘fascist’ after Harris lauds comments,0.5142,Positive,https://www.theguardian.com/us-news/2024/oct/24/trump-fascist-reaction-john-kelly
24/10/2024,US news,Trump says he would fire Jack Smith ‘within two seconds’ of becoming president,0.9359,Positive,https://www.theguardian.com/us-news/2024/oct/24/trump-fire-jack-smith-hugh-hewitt
24/10/2024,US news,More than 200 health professionals say Trump has ‘malignant narcissism’ in open letter,-0.9921,Negative,https://www.theguardian.com/us-news/2024/oct/24/trump-nyt-ad-george-conway-pac
24/10/2024,US news,People in the US: is the looming election stressing you out? Tell us,-0.8042,Negative,https://www.theguardian.com/us-news/2024/oct/24/election-anxiety-callout
24/10/2024,US news,Tucker Carlson warms up crowd at Trump rally with bizarre spanking rant,-0.991,Negative,https://www.theguardian.com/us-news/2024/oct/24/tucker-carlson-trump-rally-spanking
24/10/2024,US news,Expert issues report on how to settle highly contentious New Orleans church bankruptcy case,-0.802,Negative,https://www.theguardian.com/us-news/2024/oct/24/new-orleans-church-bankruptcy
24/10/2024,US news,This race could affect Pennsylvanians more than the presidential election. Can Democrats win?,0.9964,Positive,https://www.theguardian.com/us-news/2024/oct/24/pennsylvania-state-senate-race-election
24/10/2024,US news,An unlikely Oakland mayor is fighting for political survival amid a billionaire-backed recall,-0.9996,Negative,https://www.theguardian.com/us-news/2024/oct/24/sheng-thao-oakland-mayor-recall
24/10/2024,US news,A Philadelphia suburb’s novel solution for getting the vote out – a voting van,0.9787,Positive,https://www.theguardian.com/us-news/2024/oct/24/philadelphia-election-voting-van-pennsylvania
24/10/2024,US news,"First Thing: Trump groped me in what felt like a ‘twisted game’ with Epstein, former model alleges",-0.9699,Negative,https://www.theguardian.com/us-news/2024/oct/24/first-thing-trump-groped-me-in-what-felt-like-a-twisted-game-with-epstein-former-model-alleges
24/10/2024,US news,US professors face discipline and investigations over Palestine support,-0.9993,Negative,https://www.theguardian.com/us-news/2024/oct/24/university-professors-discipline-palestine-support
24/10/2024,US news,Man held over Democratic office shootings may have planned ‘act of mass casualty’,-0.997,Negative,https://www.theguardian.com/us-news/2024/oct/24/man-jeffrey-michael-kelly-held-over-democratic-office-shootings-may-have-planned-act-of-mass-casualty
24/10/2024,US news,University of Michigan recruits state attorney general to crack down on Gaza protesters,-0.9984,Negative,https://www.theguardian.com/us-news/2024/oct/24/michigan-attorney-general-dana-nessel-campus-gaza-protests
24/10/2024,US news,"Project 2025 will ‘upend’ the lives of Black Americans, new report shows",-0.9823,Negative,https://www.theguardian.com/us-news/2024/oct/24/project-2025-black-americans
24/10/2024,US news,US students rally college  voters on campus: ‘We brought the polls to them’,0.9622,Positive,https://www.theguardian.com/us-news/2024/oct/24/college-students-voters-polling-election
24/10/2024,US news,US presidential election briefing: Early voting records smashed as Trump urges Republicans to head to polls early,0.6099,Positive,https://www.theguardian.com/us-news/2024/oct/24/us-presidential-election-trump-harris-updates
24/10/2024,US news,Harris praises John Kelly for sending ‘911 call’ to the US over Trump’s fitness to serve,-0.9868,Negative,https://www.theguardian.com/us-news/2024/oct/24/kamala-harris-cnn-town-hall-pennsylvania-john-kelly
24/10/2024,US news,Trump escalates insults against Harris as he faces scrutiny over alleged praise of Hitler,-0.1693,Negative,https://www.theguardian.com/us-news/2024/oct/23/trump-harris-insults-georgia-rally
